job_id,source_job_id,classification_type,classification_code
JT0480,480,厚労省編職業分類１,13_084-02
JT0480,480,主な日本標準職業分類,I611
JT0480,480,日本標準職業分類１,I611
JT0480,480,日本標準職業分類２,I612
JT0481,481,主な厚労省編職業分類,13_085-04
JT0481,481,厚労省編職業分類１,13_085-04
JT0481,481,主な日本標準職業分類,I612
JT0481,481,日本標準職業分類１,I612
JT0482,482,主な厚労省編職業分類,13_082-02
JT0482,482,厚労省編職業分類１,13_082-02
JT0482,482,主な日本標準職業分類,K705
JT0482,482,日本標準職業分類１,K705
JT0483,483,主な厚労省編職業分類,13_082-01
JT0483,483,厚労省編職業分類１,13_082-01
JT0483,483,主な日本標準職業分類,K705
JT0483,483,日本標準職業分類１,K705
JT0484,484,主な厚労省編職業分類,13_082-04
JT0484,484,厚労省編職業分類１,13_082-04
JT0484,484,主な日本標準職業分類,K705
JT0484,484,日本標準職業分類１,K705
JT0485,485,主な厚労省編職業分類,15_095-03
JT0485,485,厚労省編職業分類１,15_095-03
JT0485,485,主な日本標準職業分類,K704
JT0485,485,日本標準職業分類１,K704
JT0486,486,主な厚労省編職業分類,15_098-02
JT0486,486,厚労省編職業分類１,15_098-02
JT0486,486,主な日本標準職業分類,K739
JT0486,486,日本標準職業分類１,K739
JT0487,487,主な厚労省編職業分類,15_096-02
JT0487,487,厚労省編職業分類１,15_096-02
JT0487,487,主な日本標準職業分類,K712
JT0487,487,日本標準職業分類１,K712
JT0488,488,主な厚労省編職業分類,15_096-99
JT0488,488,厚労省編職業分類１,15_096-99
JT0488,488,主な日本標準職業分類,K719
JT0488,488,日本標準職業分類１,K719
JT0489,489,主な厚労省編職業分類,15_097-01
JT0489,489,厚労省編職業分類１,15_097-01
JT0489,489,主な日本標準職業分類,K721
JT0489,489,日本標準職業分類１,K721
JT0490,490,主な厚労省編職業分類,15_099-01
JT0490,490,厚労省編職業分類１,15_099-01
JT0490,490,主な日本標準職業分類,K739
JT0490,490,日本標準職業分類１,K739
JT0491,491,主な厚労省編職業分類,15_099-02
JT0491,491,厚労省編職業分類１,15_097-01
JT0491,491,厚労省編職業分類２,15_099-02
JT0491,491,主な日本標準職業分類,K739
JT0491,491,日本標準職業分類１,K739
JT0491,491,日本標準職業分類２,K721
JT0492,492,主な厚労省編職業分類,09_055-08
JT0492,492,厚労省編職業分類１,09_055-08
JT0492,492,主な日本標準職業分類,E391
JT0492,492,日本標準職業分類１,E391
JT0493,493,主な厚労省編職業分類,09_055-06
JT0493,493,厚労省編職業分類１,09_055-06
JT0493,493,厚労省編職業分類２,09_055-07
JT0493,493,主な日本標準職業分類,E391
JT0493,493,日本標準職業分類１,E391
JT0494,494,主な厚労省編職業分類,15_096-05
JT0494,494,厚労省編職業分類１,15_096-05
JT0494,494,主な日本標準職業分類,K714
JT0494,494,日本標準職業分類１,K714
JT0495,495,主な厚労省編職業分類,02_011-99
JT0495,495,厚労省編職業分類１,02_011-99
JT0495,495,主な日本標準職業分類,B119
JT0495,495,日本標準職業分類１,B119
JT0496,496,主な厚労省編職業分類,15_096-06
JT0496,496,厚労省編職業分類１,15_096-06
JT0496,496,厚労省編職業分類２,13_083-99
JT0496,496,主な日本標準職業分類,K715
JT0496,496,日本標準職業分類１,K715
JT0496,496,日本標準職業分類２,I613
JT0497,497,主な厚労省編職業分類,15_095-02
JT0497,497,厚労省編職業分類１,15_095-02
JT0497,497,主な日本標準職業分類,K703
JT0497,497,日本標準職業分類１,K703
JT0498,498,主な厚労省編職業分類,15_095-04
JT0498,498,厚労省編職業分類１,15_095-04
JT0498,498,主な日本標準職業分類,K706
JT0498,498,日本標準職業分類１,K706
JT0499,499,主な厚労省編職業分類,15_095-01
JT0499,499,厚労省編職業分類１,15_095-01
JT0499,499,主な日本標準職業分類,K702
JT0499,499,日本標準職業分類１,K702
JT0500,500,主な厚労省編職業分類,11_064-04
JT0500,500,厚労省編職業分類１,11_064-04
JT0500,500,主な日本標準職業分類,G462
JT0500,500,日本標準職業分類１,G462
JT0501,501,主な厚労省編職業分類,10_063-99
JT0501,501,厚労省編職業分類１,10_063-99
JT0501,501,主な日本標準職業分類,F459
JT0501,501,日本標準職業分類１,F459
JT0502,502,主な厚労省編職業分類,11_064-03
JT0502,502,厚労省編職業分類１,11_064-03
JT0502,502,主な日本標準職業分類,G462
JT0502,502,日本標準職業分類１,G462
JT0503,503,主な厚労省編職業分類,11_066-04
JT0503,503,厚労省編職業分類１,11_066-04
JT0503,503,主な日本標準職業分類,G484
JT0503,503,日本標準職業分類１,G484
JT0504,504,主な厚労省編職業分類,11_064-01
JT0504,504,厚労省編職業分類１,11_064-01
JT0504,504,主な日本標準職業分類,G461
JT0504,504,日本標準職業分類１,G461
JT0505,505,主な厚労省編職業分類,11_064-02
JT0505,505,厚労省編職業分類１,11_064-02
JT0505,505,主な日本標準職業分類,G461
JT0505,505,日本標準職業分類１,G461
JT0506,506,主な厚労省編職業分類,11_064-02
JT0506,506,厚労省編職業分類１,11_064-02
JT0506,506,主な日本標準職業分類,G461
JT0506,506,日本標準職業分類１,G461
JT0507,507,主な厚労省編職業分類,11_064-02
JT0507,507,厚労省編職業分類１,11_064-02
JT0507,507,主な日本標準職業分類,G461
JT0507,507,日本標準職業分類１,G461
JT0508,508,主な厚労省編職業分類,02_005-01
JT0508,508,厚労省編職業分類１,02_005-01
JT0508,508,主な日本標準職業分類,B061
JT0508,508,日本標準職業分類１,B061
JT0509,509,主な厚労省編職業分類,11_066-01
JT0509,509,厚労省編職業分類１,11_066-01
JT0509,509,主な日本標準職業分類,G481
JT0509,509,日本標準職業分類１,G481
JT0510,510,主な厚労省編職業分類,04_028-99
JT0510,510,厚労省編職業分類１,04_028-99
JT0510,510,主な日本標準職業分類,E379
JT0510,510,日本標準職業分類１,E379
JT0511,511,主な厚労省編職業分類,13_088-99
JT0511,511,厚労省編職業分類１,13_088-99
JT0511,511,主な日本標準職業分類,I639
JT0511,511,日本標準職業分類１,I639
JT0512,512,主な厚労省編職業分類,01_003-01
JT0512,512,厚労省編職業分類１,01_003-01
JT0512,512,主な日本標準職業分類,A011
JT0512,512,日本標準職業分類１,A011
JT0513,513,主な厚労省編職業分類,03_020-99
JT0513,513,厚労省編職業分類１,03_020-99
JT0513,513,主な日本標準職業分類,B249
JT0513,513,日本標準職業分類１,B249
JT0514,514,主な厚労省編職業分類,01_001-01
JT0514,514,厚労省編職業分類１,01_001-01
JT0514,514,主な日本標準職業分類,A021
JT0514,514,日本標準職業分類１,A021
JT0515,515,主な厚労省編職業分類,12_069-99
JT0515,515,厚労省編職業分類１,12_069-99
JT0515,515,厚労省編職業分類２,12_073-99
JT0515,515,主な日本標準職業分類,H509
JT0515,515,日本標準職業分類１,H509
JT0515,515,日本標準職業分類２,H539
JT0516,516,主な厚労省編職業分類,03_020-99
JT0516,516,厚労省編職業分類１,03_020-99
JT0516,516,主な日本標準職業分類,B249
JT0516,516,日本標準職業分類１,B249
JT0517,517,主な厚労省編職業分類,06_035-99
JT0517,517,厚労省編職業分類１,06_035-99
JT0517,517,主な日本標準職業分類,C259
JT0517,517,日本標準職業分類１,C259
JT0518,518,主な厚労省編職業分類,03_012-99
JT0518,518,厚労省編職業分類１,03_012-99
JT0518,518,主な日本標準職業分類,B179
JT0518,518,日本標準職業分類１,B179
JT0519,519,主な厚労省編職業分類,03_020-99
JT0519,519,厚労省編職業分類１,03_020-99
JT0519,519,主な日本標準職業分類,B249
JT0519,519,日本標準職業分類１,B249
JT0520,520,主な厚労省編職業分類,02_010-99
JT0520,520,厚労省編職業分類１,02_010-99
JT0520,520,主な日本標準職業分類,B109
JT0520,520,日本標準職業分類１,B109
JT0521,521,主な厚労省編職業分類,03_012-99
JT0521,521,厚労省編職業分類１,03_012-99
JT0521,521,主な日本標準職業分類,B179
JT0521,521,日本標準職業分類１,B179
JT0522,522,主な厚労省編職業分類,06_033-03
JT0522,522,厚労省編職業分類１,06_033-03
JT0522,522,主な日本標準職業分類,C253
JT0522,522,日本標準職業分類１,C253
JT0523,523,主な厚労省編職業分類,02_010-99
JT0523,523,厚労省編職業分類１,02_010-99
JT0523,523,主な日本標準職業分類,B109
JT0523,523,日本標準職業分類１,B109
JT0524,524,主な厚労省編職業分類,03_013-99
JT0524,524,厚労省編職業分類１,03_013-99
JT0524,524,主な日本標準職業分類,B184
JT0524,524,日本標準職業分類１,B189
JT0524,524,日本標準職業分類２,B184
JT0525,525,主な厚労省編職業分類,13_083-99
JT0525,525,厚労省編職業分類１,13_083-99
JT0525,525,主な日本標準職業分類,I613
JT0525,525,日本標準職業分類１,I613
JT0526,526,主な厚労省編職業分類,12_076-02
JT0526,526,厚労省編職業分類１,12_076-02
JT0526,526,厚労省編職業分類２,12_079-02
JT0526,526,厚労省編職業分類３,12_078-01
JT0526,526,厚労省編職業分類４,12_078-06
JT0526,526,厚労省編職業分類５,12_079-01
JT0526,526,主な日本標準職業分類,H562
JT0526,526,日本標準職業分類１,H562
JT0526,526,日本標準職業分類２,H582
JT0526,526,日本標準職業分類３,H571
JT0526,526,日本標準職業分類４,H578
JT0526,526,日本標準職業分類５,H581
JT0527,527,主な厚労省編職業分類,07_048-01
JT0527,527,厚労省編職業分類１,07_048-01
JT0527,527,主な日本標準職業分類,D341
JT0527,527,日本標準職業分類１,D341
JT0528,528,主な厚労省編職業分類,02_006-04
JT0528,528,厚労省編職業分類１,02_006-04
JT0528,528,主な日本標準職業分類,B074
JT0528,528,日本標準職業分類１,B074
JT0529,529,主な厚労省編職業分類,02_006-02
JT0529,529,厚労省編職業分類１,02_006-02
JT0529,529,厚労省編職業分類２,02_006-03
JT0529,529,主な日本標準職業分類,B072
JT0529,529,日本標準職業分類１,B072
JT0529,529,日本標準職業分類２,B073
JT0530,530,主な厚労省編職業分類,06_037-01
JT0530,530,厚労省編職業分類１,06_037-01
JT0530,530,主な日本標準職業分類,C259
JT0530,530,日本標準職業分類１,C259
JT0531,531,主な厚労省編職業分類,06_043-99
JT0531,531,厚労省編職業分類１,06_043-99
JT0531,531,主な日本標準職業分類,C319
JT0531,531,日本標準職業分類１,C319
JT0532,532,主な厚労省編職業分類,13_082-01
JT0532,532,厚労省編職業分類１,13_082-01
JT0532,532,主な日本標準職業分類,K705
JT0532,532,日本標準職業分類１,K705
JT0533,533,主な厚労省編職業分類,02_010-99
JT0533,533,厚労省編職業分類１,02_010-99
JT0533,533,主な日本標準職業分類,B109
JT0533,533,日本標準職業分類１,B109
JT0534,534,主な厚労省編職業分類,03_020-99
JT0534,534,厚労省編職業分類１,03_020-99
JT0534,534,主な日本標準職業分類,B249
JT0534,534,日本標準職業分類１,B249
JT0535,535,主な厚労省編職業分類,12_075-02
JT0535,535,厚労省編職業分類１,12_075-02
JT0535,535,主な日本標準職業分類,H552
JT0535,535,日本標準職業分類１,H552
JT0536,536,主な厚労省編職業分類,01_002-01
JT0536,536,厚労省編職業分類１,01_003-01
JT0536,536,厚労省編職業分類２,01_002-01
JT0536,536,厚労省編職業分類３,01_002-99
JT0536,536,主な日本標準職業分類,A031
JT0536,536,日本標準職業分類１,A012
JT0536,536,日本標準職業分類２,A013
JT0536,536,日本標準職業分類３,A031
JT0536,536,日本標準職業分類４,A032
JT0536,536,日本標準職業分類５,A039
JT0537,537,主な厚労省編職業分類,01_002-01
JT0537,537,厚労省編職業分類１,01_003-01
JT0537,537,厚労省編職業分類２,01_002-01
JT0537,537,厚労省編職業分類３,01_002-99
JT0537,537,主な日本標準職業分類,A031
JT0537,537,日本標準職業分類１,A012
JT0537,537,日本標準職業分類２,A013
JT0537,537,日本標準職業分類３,A031
JT0537,537,日本標準職業分類４,A032
JT0537,537,日本標準職業分類５,A039
JT0538,538,主な厚労省編職業分類,01_002-01
JT0538,538,厚労省編職業分類１,01_003-01
JT0538,538,厚労省編職業分類２,01_002-01
JT0538,538,厚労省編職業分類３,01_002-99
JT0538,538,主な日本標準職業分類,A031
JT0538,538,日本標準職業分類１,A012
JT0538,538,日本標準職業分類２,A013
JT0538,538,日本標準職業分類３,A031
JT0538,538,日本標準職業分類４,A032
JT0538,538,日本標準職業分類５,A039
JT0539,539,主な厚労省編職業分類,01_002-01
JT0539,539,厚労省編職業分類１,01_002-01
JT0539,539,厚労省編職業分類２,01_002-99
JT0539,539,主な日本標準職業分類,A031
JT0539,539,日本標準職業分類１,A031
JT0539,539,日本標準職業分類２,A032
JT0539,539,日本標準職業分類３,A039
JT0540,540,主な厚労省編職業分類,02_009-99
JT0540,540,厚労省編職業分類１,02_009-99
JT0540,540,厚労省編職業分類２,06_043-99
JT0540,540,主な日本標準職業分類,B104
JT0540,540,日本標準職業分類１,C313
JT0540,540,日本標準職業分類２,C319
JT0540,540,日本標準職業分類３,B104
JT0541,541,主な厚労省編職業分類,03_018-02
JT0541,541,厚労省編職業分類１,03_018-02
JT0541,541,主な日本標準職業分類,B233
JT0541,541,日本標準職業分類１,B233
JT0542,542,主な厚労省編職業分類,06_039-02
JT0542,542,厚労省編職業分類１,06_039-02
JT0542,542,主な日本標準職業分類,C272
JT0542,542,日本標準職業分類１,C272
JT0543,543,主な厚労省編職業分類,06_042-03
JT0543,543,厚労省編職業分類１,06_042-03
JT0543,543,主な日本標準職業分類,C303
JT0543,543,日本標準職業分類１,C303
JT0544,544,主な厚労省編職業分類,07_046-01
JT0544,544,厚労省編職業分類１,07_046-01
JT0544,544,厚労省編職業分類２,06_033-03
JT0544,544,主な日本標準職業分類,D326
JT0544,544,日本標準職業分類１,C253
JT0544,544,日本標準職業分類２,D326
JT0545,545,主な厚労省編職業分類,04_028-02
JT0545,545,厚労省編職業分類１,04_028-02
JT0545,545,厚労省編職業分類２,06_034-03
JT0545,545,主な日本標準職業分類,E372
JT0545,545,日本標準職業分類１,C254
JT0545,545,日本標準職業分類２,E372
JT0546,546,主な厚労省編職業分類,05_030-03
JT0546,546,厚労省編職業分類１,05_030-03
JT0546,546,主な日本標準職業分類,E429
JT0546,546,日本標準職業分類１,E429
JT0547,547,主な厚労省編職業分類,12_071-08
JT0547,547,厚労省編職業分類１,12_071-08
JT0547,547,厚労省編職業分類２,12_074-12
JT0547,547,厚労省編職業分類３,12_080-02
JT0547,547,厚労省編職業分類４,14_091-06
JT0547,547,厚労省編職業分類５,14_094-05
JT0547,547,主な日本標準職業分類,H525
JT0547,547,日本標準職業分類１,H544
JT0547,547,日本標準職業分類２,H591
JT0547,547,日本標準職業分類３,J666
JT0547,547,日本標準職業分類４,J679
JT0547,547,日本標準職業分類５,H525
JT0548,548,主な厚労省編職業分類,12_077-01
JT0548,548,厚労省編職業分類１,12_077-01
JT0548,548,厚労省編職業分類２,12_077-02
JT0548,548,主な日本標準職業分類,H573
JT0548,548,日本標準職業分類１,H574
JT0548,548,日本標準職業分類２,H573
JT0549,549,主な厚労省編職業分類,13_089-04
JT0549,549,厚労省編職業分類１,13_089-04
JT0549,549,厚労省編職業分類２,13_089-05
JT0549,549,主な日本標準職業分類,I643
JT0549,549,日本標準職業分類１,I645
JT0549,549,日本標準職業分類２,I643
JT0550,550,主な厚労省編職業分類,02_006-05
JT0550,550,厚労省編職業分類１,02_006-05
JT0550,550,主な日本標準職業分類,B075
JT0550,550,日本標準職業分類１,B075
JT0551,551,主な厚労省編職業分類,02_008-01
JT0551,551,厚労省編職業分類１,02_008-01
JT0551,551,厚労省編職業分類２,02_008-04
JT0551,551,厚労省編職業分類３,02_006-03
JT0551,551,主な日本標準職業分類,B091
JT0551,551,日本標準職業分類１,B091
JT0551,551,日本標準職業分類２,B092
JT0551,551,日本標準職業分類３,B073
JT0552,552,主な厚労省編職業分類,02_009-99
JT0552,552,厚労省編職業分類１,02_009-99
JT0552,552,主な日本標準職業分類,B104
JT0552,552,日本標準職業分類１,B104
JT0553,553,主な厚労省編職業分類,06_035-99
JT0553,553,厚労省編職業分類１,06_035-99
JT0553,553,主な日本標準職業分類,C259
JT0553,553,日本標準職業分類１,C259
JT0554,554,主な厚労省編職業分類,06_033-03
JT0554,554,厚労省編職業分類１,06_033-03
JT0554,554,主な日本標準職業分類,C253
JT0554,554,日本標準職業分類１,C253
JT0555,555,主な厚労省編職業分類,08_049-08
JT0555,555,厚労省編職業分類１,08_049-08
JT0555,555,主な日本標準職業分類,B169
JT0555,555,日本標準職業分類１,B169
JT0556,556,主な厚労省編職業分類,09_058-99
JT0556,556,厚労省編職業分類１,09_058-99
JT0556,556,主な日本標準職業分類,E429
JT0556,556,日本標準職業分類１,E429
JT0557,557,主な厚労省編職業分類,12_071-05
JT0557,557,厚労省編職業分類１,12_071-05
JT0557,557,主な日本標準職業分類,H523
JT0557,557,日本標準職業分類１,H523
JT0558,558,主な厚労省編職業分類,12_071-09
JT0558,558,厚労省編職業分類１,12_071-09
JT0558,558,主な日本標準職業分類,H553
JT0558,558,日本標準職業分類１,H553
JT0559,559,主な厚労省編職業分類,12_074-02
JT0559,559,厚労省編職業分類１,12_074-02
JT0559,559,主な日本標準職業分類,H542
JT0559,559,日本標準職業分類１,H542
JT0560,560,主な厚労省編職業分類,02_004-02
JT0560,560,厚労省編職業分類１,02_004-02
JT0560,560,主な日本標準職業分類,B052
JT0560,560,日本標準職業分類１,B052
JT0561,561,主な厚労省編職業分類,02_006-05
JT0561,561,厚労省編職業分類１,02_006-05
JT0561,561,主な日本標準職業分類,B075
JT0561,561,日本標準職業分類１,B075
JT0562,562,主な厚労省編職業分類,03_020-99
JT0562,562,厚労省編職業分類１,03_020-99
JT0562,562,主な日本標準職業分類,B249
JT0562,562,日本標準職業分類１,B249
JT0563,563,主な厚労省編職業分類,04_021-01
JT0563,563,厚労省編職業分類１,04_021-01
JT0563,563,主な日本標準職業分類,B121
JT0563,563,日本標準職業分類１,B121
JT0564,564,主な厚労省編職業分類,04_023-99
JT0564,564,厚労省編職業分類１,04_023-99
JT0564,564,主な日本標準職業分類,B133
JT0564,564,日本標準職業分類１,B133
JT0565,565,主な厚労省編職業分類,05_031-01
JT0565,565,厚労省編職業分類１,05_029-02
JT0565,565,厚労省編職業分類２,05_031-01
JT0565,565,厚労省編職業分類３,05_031-02
JT0565,565,厚労省編職業分類４,05_031-03
JT0565,565,厚労省編職業分類５,05_031-04
JT0565,565,厚労省編職業分類６,05_031-06
JT0565,565,主な日本標準職業分類,B192
JT0565,565,日本標準職業分類１,B191
JT0565,565,日本標準職業分類２,B192
JT0565,565,日本標準職業分類３,B193
JT0565,565,日本標準職業分類４,B194
JT0565,565,日本標準職業分類５,B196
JT0566,566,主な厚労省編職業分類,06_033-03
JT0566,566,厚労省編職業分類１,06_033-03
JT0566,566,主な日本標準職業分類,C253
JT0566,566,日本標準職業分類１,C253
JT0567,567,主な厚労省編職業分類,06_035-99
JT0567,567,厚労省編職業分類１,06_035-99
JT0567,567,主な日本標準職業分類,C259
JT0567,567,日本標準職業分類１,C259
JT0568,568,主な厚労省編職業分類,08_049-09
JT0568,568,厚労省編職業分類１,08_049-09
JT0568,568,主な日本標準職業分類,B169
JT0568,568,日本標準職業分類１,B169
JT0569,569,主な厚労省編職業分類,09_058-06
JT0569,569,厚労省編職業分類１,09_058-06
JT0569,569,主な日本標準職業分類,E425
JT0569,569,日本標準職業分類１,E425
JT0570,570,主な厚労省編職業分類,02_008-03
JT0570,570,厚労省編職業分類１,02_008-03
JT0570,570,主な日本標準職業分類,B091
JT0570,570,日本標準職業分類１,B091
JT0571,571,主な厚労省編職業分類,02_011-99
JT0571,571,厚労省編職業分類１,02_011-99
JT0571,571,主な日本標準職業分類,B119
JT0571,571,日本標準職業分類１,B119
JT0572,572,主な厚労省編職業分類,02_008-06
JT0572,572,厚労省編職業分類１,02_008-06
JT0572,572,主な日本標準職業分類,B092
JT0572,572,日本標準職業分類１,B092
JT0573,573,主な厚労省編職業分類,03_018-01
JT0573,573,厚労省編職業分類１,03_018-01
JT0573,573,主な日本標準職業分類,B231
JT0573,573,日本標準職業分類１,B231
JT0574,574,主な厚労省編職業分類,03_019-03
JT0574,574,厚労省編職業分類１,03_019-03
JT0574,574,厚労省編職業分類２,06_035-99
JT0574,574,主な日本標準職業分類,B243
JT0574,574,日本標準職業分類１,B243
JT0574,574,日本標準職業分類２,C259
JT0575,575,主な厚労省編職業分類,04_021-01
JT0575,575,厚労省編職業分類１,04_021-01
JT0575,575,主な日本標準職業分類,B121
JT0575,575,日本標準職業分類１,B121
JT0576,576,主な厚労省編職業分類,04_027-99
JT0576,576,厚労省編職業分類１,04_027-99
JT0576,576,主な日本標準職業分類,B159
JT0576,576,日本標準職業分類１,B159
JT0577,577,主な厚労省編職業分類,06_033-03
JT0577,577,厚労省編職業分類１,06_033-03
JT0577,577,厚労省編職業分類２,07_048-99
JT0577,577,主な日本標準職業分類,C253
JT0577,577,日本標準職業分類１,C253
JT0577,577,日本標準職業分類２,D349
JT0578,578,主な厚労省編職業分類,10_063-99
JT0578,578,厚労省編職業分類１,10_063-99
JT0578,578,主な日本標準職業分類,F459
JT0578,578,日本標準職業分類１,F459
JT0579,579,主な厚労省編職業分類,12_079-03
JT0579,579,厚労省編職業分類１,12_075-03
JT0579,579,厚労省編職業分類２,12_079-03
JT0579,579,主な日本標準職業分類,H583
JT0579,579,日本標準職業分類１,H553
JT0579,579,日本標準職業分類２,H583
JT0580,580,主な厚労省編職業分類,08_049-09
JT0580,580,厚労省編職業分類１,08_049-09
JT0580,580,主な日本標準職業分類,B169
JT0580,580,日本標準職業分類１,B169
JT0581,581,主な厚労省編職業分類,02_009-01
JT0581,581,厚労省編職業分類１,02_009-01
JT0581,581,厚労省編職業分類２,02_010-99
JT0581,581,主な日本標準職業分類,B104
JT0581,581,日本標準職業分類１,B104
JT0581,581,日本標準職業分類２,B109
JT0582,582,主な厚労省編職業分類,03_018-02
JT0582,582,厚労省編職業分類１,03_018-02
JT0582,582,主な日本標準職業分類,B233
JT0582,582,日本標準職業分類１,B233
JT0583,583,主な厚労省編職業分類,04_021-01
JT0583,583,厚労省編職業分類１,04_021-01
JT0583,583,主な日本標準職業分類,B121
JT0583,583,日本標準職業分類１,B121
JT0584,584,主な厚労省編職業分類,12_080-05
JT0584,584,厚労省編職業分類１,12_073-99
JT0584,584,厚労省編職業分類２,12_080-05
JT0584,584,主な日本標準職業分類,H591
JT0584,584,日本標準職業分類１,H539
JT0584,584,日本標準職業分類２,H591
