job_id,source_job_id,job_name,description_short
JT0001,1,豆腐製造、豆腐職人,豆腐店やメーカーの工場で、豆腐、油揚げ、生揚げ（厚揚げ）などを作る。
JT0002,2,パン製造、パン職人,製パン工場や個人経営店（ホームベーカリー）でパンを製造する。
JT0003,3,洋菓子製造、パティシエ,洋菓子店や菓子工場で洋菓子を製造する。
JT0004,4,和菓子製造、和菓子職人,和菓子店で各種の和菓子を製造する。
JT0005,5,乳製品製造,牛乳、ヨーグルト、バター、チーズなどの乳製品を製造する。
JT0006,6,水産ねり製品製造,かまぼこやちくわ等の水産ねり製品を製造する。
JT0007,7,冷凍加工食品製造,冷凍加工食品の製造工場で、冷凍加工食品を製造する。
JT0008,8,惣菜製造,百貨店やスーパーマーケット、コンビニエンスストアなどで販売する各種惣菜を製造す…
JT0009,9,清酒製造,酒蔵（酒造工場）で清酒づくりに従事する。
JT0010,10,みそ製造,米や麦などから麹（こうじ）をつくり、蒸した大豆に麹と塩を混ぜて発酵させ、さまざ…
JT0011,11,しょうゆ製造,しょうゆ（醤油）工場において、しょうゆを製造する。
JT0012,12,ハム・ソーセージ・ベーコン製造,原料肉を分割・整形した後、塩づけ、くん煙などの加工をして、ハム・ソーセージ・ベ…
JT0013,13,ワイン製造,ブドウからワインを醸造する作業に従事する。
JT0014,14,ビール製造,ビール醸造所（ブルワリー）において、ビールの製造に従事する。
JT0015,15,かん詰・びん詰・レトルト食品製造,かん詰食品、びん詰食品、レトルト食品を製造する。
JT0016,16,野菜つけ物製造,野菜を材料にしたつけ物を製造するため、材料の選別、洗浄、カット、漬け込み、塩抜…
JT0017,17,陶磁器製造,茶碗や皿などの食器、タイルや洗面台、トイレの便器などの日用品など、陶磁器製品を…
JT0018,18,ガラス食器製造,毎日の生活で使われるコップや皿などガラス製の食器を成形する。
JT0019,19,プラスチック成形,プラスチックに熱を加えて成形機で成形し、さまざまな製品を作る。
JT0020,20,建築設計技術者,住宅・学校・オフィスビル・工場・ホテルなどの建築物について調査・設計を行う。
JT0021,21,建築施工管理技術者,住宅・学校・オフィスビル・工場などの建築現場において、施工が適正かつ計画どおり…
JT0022,22,土木設計技術者,橋、道路、鉄道、ダム、トンネルなど土木工事を進めるにあたって、調査・計画・設計…
JT0023,23,土木施工管理技術者,橋梁、道路、鉄道、ダムなどの土木工事において、現場での施工（せこう）計画を立案…
JT0024,24,測量士,土木・建築工事にあたり、土地の位置・形状を正確に測量する。
JT0025,25,CADオペレーター,CAD ソフトを操作し、様々な設計図を作成する。
JT0026,26,大工,一般住宅、とりわけ木造住宅の新築や増改築の計画、構造施工の中核的な作業を行う。
JT0027,27,型枠大工,鉄筋コンクリートの鋳型の役割を果たす型枠を作り、工事現場で組み立てる。
JT0028,28,鉄筋工,鉄筋コンクリート構造物の骨組みとなるかご状の鉄筋を加工して組み立てる。
JT0029,29,鉄骨工,高層ビルをはじめ大規模な建築物や構造物を支える鉄骨を工場で製作する。
JT0030,30,とび,住宅やビル、橋梁、高速道路、ダムなどの工事に伴う足場など仮設構造物の建て方、解…
JT0031,31,建設機械オペレーター,建設工事の現場で工事用機械や車両の運転・管理を行う。
JT0032,32,建設・土木作業員,建設現場や土木作業現場において、建設機械では対応できない細部の作業や機械化が困…
JT0033,33,潜水士,潜水具を着用して水中に潜り、海底や川底の調査や測量、護岸や防波堤の建設工事、船…
JT0035,35,さく井工/ボーリング工,掘削機などを操作して地下に向かって穴を掘削し、井戸、温泉、油井などを掘る。
JT0036,36,舗装工,道路工事現場でアスファルトやコンクリートで舗装を行い、標識を取り付け、路面に区…
JT0037,37,ブロック積み,建築用コンクリートブロックをモルタルや鉄筋を使って積み上げ、壁や塀（へい）・建…
JT0038,38,タイル工,建物の床・壁などにタイルを張り付け、表面仕上げを行う。
JT0039,39,左官,こて、ブラシ、吹き付け器を使用して、建物の壁、天井、仕切りに自然素材の塗装をす…
JT0040,40,建築板金,銅や鉄などの薄い金属板を使って屋根をふく（葺く）仕事等に携わる。
JT0041,41,サッシ取付,建築物の開口部に「窓」や「扉」などのサッシを取り付ける作業を専門に行う。
JT0042,42,内装工,建物の室内を快適な居住空間とするため、床、天井・壁などの内装の仕上げを行う。
JT0043,43,建築塗装工,建築物の外部や内部に塗料を塗って美しく彩り、日光や雨、湿気、大気汚染などで傷ん…
JT0044,44,防水工,建物の仕上げ職種の一つであり、屋根などの防水工事において防水層をつくる作業を行…
JT0045,45,保温工事,建築物の冷暖房装置のダクトや給排水装置の配管などに断熱材をとりつける。
JT0046,46,電気工事士,建物内で、電線を配線し、電気を利用するための設備を設置する。
JT0047,47,配管工,給水管、排水管、ガス管、冷暖房換気設備、消火設備、排水処理施設、空気清浄装置な…
JT0048,48,エレベーター据付,エレベーターの機器類を組み合わせ、所定の位置に据付け、安全に運転できるようにす…
JT0049,49,鉄道線路管理,列車事故を未然に防ぐため、線路を巡回検査し、必要に応じて修理を行い、一定の整備…
JT0050,50,送電線工事,架空送電線の架設、敷設、接続の作業を行う。
JT0051,51,解体工,既存の建築物や工作物を道具や機械を用いて取り壊し（解体工事）、特定の建材につい…
JT0052,52,ホテル・旅館支配人,旅館やホテルの運営を統括し、お客へのサービスと売上げ利益の向上を図る。
JT0053,53,銀行支店長,金融機関の支店全体の運営管理と業務活動の立案・推進をする。
JT0054,54,デパート店員,デパートの売場に立ち、お客の要望を聞きながら数々の商品に関する説明を行い、アド…
JT0055,55,スーパー店長,食料品や家庭用品など、日常生活で必要となる様々な品物を扱うスーパーで、商品の管…
JT0056,56,スーパーレジ係,スーパーなどのレジカウンターで買い上げ品の代金を計算し、商品と代金の受け渡しを…
JT0057,57,スーパー店員,スーパーで、お客が買い物しやすいように、食料品、衣類、日用品などの商品を適切に…
JT0058,58,商社営業,国や地域、会社の間に立って、原材料や製品の売り買いの仲介役をする。
JT0059,59,住宅・不動産営業,住宅・土地の購入あるいは売却・賃貸を考えている顧客に接し、様々な要望に応えなが…
JT0060,60,自動車営業,自動車メーカー別の販売会社（ディーラー）で、顧客の好みに合わせて自社の自動車を…
JT0061,61,広告営業,広告会社で広告企画を立てて広告主に働きかけ、受注から計画、実施、代金の回収まで…
JT0062,62,印刷営業,印刷物の作成において、顧客から原稿や注文を受け、それを印刷加工して書籍やパンフ…
JT0063,63,医薬情報担当者（MR）,製薬会社に勤務し、自社の医薬品を中心に、医療従事者に対し、医薬品の効果、使い方…
JT0064,64,コールセンターオペレーター,「お客様の声」がダイレクトに寄せられるコールセンターで、主に電話を通じてお客と…
JT0065,65,せり人,卸売市場において生鮮食料品などの「せり」を行い、市場内の卸売業者と仲卸業者・売…
JT0066,66,フラワーショップ店員,フラワーショップで、顧客の要望に応えながら生花を販売する。
JT0067,67,電器店店員,電器店で家庭用電気製品の販売や設置、アフターサービスなどを行う。
JT0068,68,書店員,書店で新刊書籍や雑誌のレイアウトや販売、取次との連絡業務を行う。
JT0069,69,メガネ販売,メガネ店で来店客の視力を測定し、顧客に合った商品の選定・加工を行う。
JT0070,70,スポーツ用品販売,スポーツ店において、競技や趣味としてスポーツを楽しむ人たちのために、様々なスポ…
JT0071,71,ホームセンター店員,ホームセンターでDIY（Do IT Yourself）用品、住関連商品を販売す…
JT0072,72,ペットショップ店員,ペットショップで、ペットや、ペットに関する様々な用具・用品を販売するほか、ペッ…
JT0073,73,衣料品販売,洋服を中心とする服飾用品雑貨を販売する。
JT0074,74,検針員,担当地域の顧客を戸別に巡回して、水道、電気、ガスなどのメーターの数字を読み取っ…
JT0075,75,フランチャイズチェーン・スーパーバイザー,フランチャイズチェーン本部のスタッフとして加盟店を定期的に巡回し加盟店への経営…
JT0076,76,シューフィッター,靴専門店や百貨店などの靴売場で、お客の足型を計測し、足の病気予防の観点から、最…
JT0077,77,駅構内売店店員,駅の構内やホームの売店で、新聞、雑誌、タバコ、飲食物などを販売する。
JT0078,78,コンビニエンスストア店員,24時間営業店などコンビニエンスストアで、商品を販売したり、各種のサービスを提…
JT0079,79,ベーカリーショップ店員,ベーカリーショップでパンを販売する。
JT0080,80,中小企業診断士,中小企業の経営者等からの依頼に応じて、企業の経営内容を診断し、改善方法を提案し…
JT0081,81,経営コンサルタント,企業に対して、経営戦略、組織・人事戦略、マーケティング、業務改善などを提案し、…
JT0082,82,ファイナンシャル・プランナー,相談者の生活設計、貯蓄計画、投資、保険など、総合的な資産設計（ファイナンシャル…
JT0083,83,社会保険労務士,企業などの依頼により労働社会保険の手続きなどを代行するとともに労務管理などの相…
JT0084,84,司法書士,専門的な法律知識に基づき、不動産や会社の登記を代理で行ったり、裁判所等に提出す…
JT0085,85,行政書士,個人や事業主の依頼を受けて、県庁や市町村役場、警察署など官公署に提出する書類を…
JT0086,86,土地家屋調査士,国の機関である法務局の「登記簿」の表題部の記載事項について、登記の申請手続を行…
JT0087,87,翻訳者,文学作品や学術書、ニュース、法律文書等の様々な文章について、外国語を日本語に、…
JT0088,88,通訳者,異なる言語を使う人たちの間に入り、話されている言語を相手方の話し言葉に訳し、相…
JT0089,89,弁護士,法律の専門知識を活かして民事事件、刑事事件を扱い、依頼者の利益を守り紛争を解決…
JT0090,90,公認会計士,企業などからの依頼を受け、財務書類を監査し、企業の会計が適正に行われているか監…
JT0091,91,弁理士,知的財産に関する専門知識を活かし、特許庁への手続き等をはじめ企業の産業財産権全…
JT0092,92,税理士,企業や個人の依頼により、所得税、法人税、住民税などの税金についての相談を受けた…
JT0093,93,不動産鑑定士,不動産鑑定評価基準に基づいて土地や建物の経済的価値を判断し、適正な価格を決める。
JT0094,94,気象予報士,気象会社や放送局に勤務し、様々な気象観測データや数値予報資料を元に総合的に解析…
JT0095,95,ビル施設管理,オフィスビルや商業ビルなどにおいて、電力設備、空調設備、給排水設備などの運転・…
JT0096,96,駐車場管理,駐車場に駐車する車の出入り・配置などを管理し、利用者の車を安全に保管する。
JT0097,97,ビル清掃,オフィスビルをはじめ、店舗、学校、病院など、様々な建物の清掃を行う。
JT0098,98,鉄道車両清掃,定期的に各種車両の外部や内部を清掃し、座席のカバーを取り替える。
JT0099,99,西洋料理調理人（コック）,ホテルのレストランや西洋料理専門店で、フランス料理などの洋食料理を、味だけでな…
JT0100,100,日本料理調理人（板前）,会席料理や懐石料理、天ぷら料理、うなぎ料理、ふぐ料理などの日本料理を調理する。
JT0101,101,すし職人,すし店でお客に提供するためにすしを調理する。
JT0102,102,そば・うどん調理人,お客に提供するためにそばやうどんを調理する。
JT0103,103,中華料理調理人,北京・広東・上海・四川などに代表される中華料理の調理を行う。
JT0104,104,ハンバーガーショップ店長,ハンバーガーショップで提供する商品の味、品質、サービスの維持・管理、販売促進、…
JT0105,105,カフェ店員,カフェにおいてコーヒーなどの飲み物や軽食の調理・提供、レジ、店内清掃などを行う。
JT0106,106,ソムリエ,ワインを中心とする飲料のスペシャリストとして、ホテルやレストランでワインの仕入…
JT0107,107,バーテンダー,バー、パブなどのカウンターでお客の注文に応じて、カクテルを作ったり、その他の酒…
JT0108,108,ラーメン調理人,ラーメン専門店などでラーメンの材料を準備し調理を行う。
JT0109,109,旅行会社カウンター係,支店や営業所において、「パッケージツアー」や「手配旅行」をお客のニーズに合わせ…
JT0110,110,ツアーコンダクター,団体旅行に同行して、予定通りの旅行ができるよう、また、参加者が快適な旅を楽しめ…
JT0111,111,観光バスガイド,観光バスにおいて、お客と一緒にバスに乗り、旅の案内や説明などをする。
JT0112,112,遊園地スタッフ,遊園地で、アトラクションの設備・機器の運転・保守、案内、販売、清掃など各種の業…
JT0113,113,キャディ,ゴルフ場でプレーヤーと一緒にコースをまわり、スムーズにプレーが進むように手助け…
JT0114,114,通訳ガイド,来日した外国人に付き添い、外国語を用いて、旅行に関する案内をする。
JT0115,115,理容師,顧客の要望に合わせて、ヘアカット、顔そりなどを行って、容姿を整える。
JT0116,116,美容師,カット、パーマ、カラーリング（毛染め）、化粧などの技術を使い、美しいヘアファッ…
JT0117,117,エステティシャン,顔や身体の手入れなどの「全身美容」を行う。
JT0118,118,メイクアップアーティスト,メイクアップやヘアセットの技術を駆使して、個性やイメージを表現し、人をより美し…
JT0119,119,クリーニング師,クリーニング店やクリーニング工場において、衣類、皮革製品や特殊素材などのクリー…
JT0120,120,スポーツインストラクター,健康志向から競技志向までの様々な目的を持った人に対して、運動・スポーツの実技を…
JT0121,121,自動車教習指導員,自動車教習所で、法律に定められたカリキュラムに沿って自動車の安全運転に必要な技…
JT0122,122,音楽教室講師,ピアノ、バイオリン、フルート、ギターなど各種の楽器を自分で演奏できるようになり…
JT0123,123,ビデオレンタル店店員,ビデオレンタル店で、映画やドラマなどのDVD、ブルーレイ、音楽CDなどの貸出と…
JT0124,124,レンタカー店舗スタッフ,レンタカーの営業所で、自動車を貸し出す際の接客、車両の点検、車両の掃除などを行…
JT0125,125,ブライダルコーディネーター,結婚式を予定しているお客に対して、挙式の相談にのり、企画・提案、費用の見積りを…
JT0126,126,家政婦（夫）,主に個人の家庭で掃除、洗濯、買い物、料理などの家事全般を行う。
JT0127,127,ピアノ調律師,ピアノの構造や性質等を踏まえピアノの音の調節を行う。
JT0128,128,ネイリスト,爪の施術を通して爪を整え美しく装う。
JT0129,129,児童相談所相談員,心理学や社会福祉などの専門的な立場から、児童相談所において子どもとその家庭が抱…
JT0130,130,福祉事務所ケースワーカー,病気や高齢、貧困などで生活に困っている人々に対し、福祉事務所で一人ひとりの問題…
JT0131,131,保育士,専門的知識及び技術をもって、子どもの保育を行うとともに、保護者に対し子育てに関…
JT0132,132,介護支援専門員/ケアマネジャー,介護を必要とする人にニーズに応じた介護サービスを提供するために、現状の調査やサ…
JT0133,133,訪問介護員/ホームヘルパー,要介護認定を受けている高齢者や、障害支援区分の認定を受けている障害のある人の居…
JT0134,134,施設介護員,高齢者や、障害があり自立して日常生活を送ることが困難な人など、社会福祉施設に入…
JT0135,135,手話通訳者,手話などを用いて、聴覚障害者と聞こえる人とのコミュニケーションを可能にし、生活…
JT0136,136,キャリアカウンセラー/キャリアコンサルタント,相談者の職業の選択、職業生活の設計、職業能力の開発・向上に関する相談に応じ、助…
JT0137,137,福祉用具専門相談員,車椅子や特殊ベッドなどの福祉用具の貸与サービス・販売を行う事業所に勤務し、利用…
JT0138,138,国家公務員（行政事務）,中央省庁や出先機関に勤務し、行政機関が国民の生活のために実施する、それぞれの行…
JT0139,139,地方公務員（行政事務）,地方自治体に勤務し、地方自治体が住民のために行っている事業に関する行政施策の企…
JT0140,140,警察官（都道府県警察）,個人の生命、身体及び財産の保護、犯罪の予防、鎮圧及び捜査、被疑者の逮捕、交通の…
JT0141,141,海上保安官,海洋や港湾を巡視船や航空機を使って監視し、治安と安全の維持につとめ、環境保全の…
JT0142,142,麻薬取締官,特別司法警察員として、非合法に取引されている薬物の取締り、中毒者対策、薬物乱用…
JT0143,143,入国警備官,不法入国者、不法残留者、不法就労等の在留目的外の活動を行う者など法に違反する疑…
JT0144,144,裁判官,裁判所に訴えられる様々な事件について、憲法及び法律に基づいて判断を行う。
JT0145,145,検察官,捜査の上で、被疑者を起訴するか否かを決定し、起訴した事件について公判で立証して…
JT0146,146,家庭裁判所調査官,行動科学等の専門的な知見や技法を活用して、家庭内の紛争解決や非行少年の立ち直り…
JT0147,147,法務教官,主に少年院及び少年鑑別所に勤務し、収容されている少年に対し、社会生活への適応や…
JT0148,148,刑務官,刑務所や少年刑務所、拘置所に収容されている者に対し、日常生活の指導、職業訓練指…
JT0149,149,税務事務官,納税者が提出した申告書の審査、確定した税金の管理・徴収の事務、税務調査などを行…
JT0150,150,外務公務員（外交官）,政治、経済、文化、社会などあらゆる分野において、日本の国益と国際的な共通利益の…
JT0151,151,国際公務員,国際機関に所属し、国際社会の平和と安全の維持、開発、貿易、環境、人権など、国際…
JT0152,152,陸上自衛官,日本の平和と安全を保つため、外国の侵略を未然に防止し、万一侵略があった場合に対…
JT0153,153,海上自衛官,海上からの侵略に対して国土を防衛するとともに、日本の周辺海域における海上交通の…
JT0154,154,航空自衛官,平時から有事まで日本の空の安全を担い、侵入してくる航空機等に対して防衛にあたる。
JT0155,155,消防官,火災や交通事故、地震、水害などのさまざまな災害現場に急行し、火災の消火や人命救…
JT0156,156,看護師,「診療の補助」と「療養上の世話」を通じて、病気やけがの治療を受ける人々や介護を…
JT0157,157,助産師,出産の介助、妊産婦の相談、妊娠から産後までの母子の保健指導を行う。
JT0158,158,薬剤師,薬学の専門家として、病院や薬局などで薬の調合や服薬指導、管理などを行う。
JT0159,159,歯科医師,虫歯や歯のまわりの病気を治療するとともに予防指導にあたる。
JT0160,160,保健師,地域住民の健康を守るために家庭訪問、巡回指導、講習会などにより、保健衛生に関す…
JT0161,161,臨床検査技師,医師又は歯科医師の指示の下に、主に医療機関で臨床検査を行う。
JT0162,162,細胞検査士,疾患に関連する細胞や病原体を発見するため、患者から採取した組織を検査する。
JT0163,163,診療放射線技師,医療の現場で医師・歯科医師の指示に基づいて、放射線による検査や、治療等に携わる。
JT0164,164,臨床工学技士,医師の指示のもと、人工呼吸器・人工透析装置・人工心肺などの生命維持管理装置の操…
JT0165,165,歯科技工士,歯科医師の指示にしたがって、人工的な歯を作ったり、修繕したりする。
JT0166,166,歯科衛生士,歯科医師の直接指導の下に、虫歯や歯周疾患など歯や歯ぐきの病気の予防処置、歯科医…
JT0167,167,理学療法士（PT）,医師の指示の下、身体に障害がある人等の身体運動機能の回復や維持・向上を図り、自…
JT0168,168,作業療法士（OT）,身体や精神に障害がある人が心身の機能を回復し、日常生活や社会に復帰できるよう作…
JT0169,169,言語聴覚士,ことばによるコミュニケーションや嚥下（えんげ）に困難を抱える人を対象に、問題の…
JT0170,170,視能訓練士,眼科医の指導のもと、患者の目の機能を検査し、視力や目の機能を訓練によって回復さ…
JT0171,171,栄養士,病院、社会福祉施設、企業、学校、行政機関などで、栄養に関する指導・助言や食事の…
JT0172,172,あんまマッサージ指圧師,体の痛みやこりなどの症状を訴える人に対して、指圧・マッサージにより身体のこりを…
JT0173,173,柔道整復師,打撲、捻挫、脱臼、骨折などの各種損傷に対して、手を用いた応急的または医療補助的…
JT0174,174,診療情報管理士,診療録を点検・保管・管理し、そこから精度の高いデータ、情報を収集、加工、分析し…
JT0175,175,はり師・きゅう師,東洋医学や現代医学に基づき、患者の症状の改善のためにはりやきゅうでツボを刺激す…
JT0176,176,義肢装具士,医師の指示の下に、身体の一部や機能を失った人が使う義肢や装具を製作するため、装…
JT0178,178,幼稚園教員,小学校に上がる前の幼児が通う幼稚園での生活全体を通して、子どもたちの心身の発達…
JT0179,179,小学校教員,小学校で、一つの学級の担任として、すべての教科を教え、児童を指導する。
JT0180,180,中学校教員,中学生に専門の教科を教え、学級の担任として生徒を指導する。
JT0181,181,専門学校教員,高校以上の学校を卒業した人に対して専門的な技術を教育したり、実務的な職業教育を…
JT0182,182,図書館司書,図書館や資料室で資料を収集・整理・保存し、資料や情報を提供したり、情報を求める…
JT0183,183,高等学校教員,高校生に専門の教科を教え、学級の担任として生徒を指導する。
JT0184,184,大学・短期大学教員,大学・短期大学で、各自の専門分野について学生を教育し、また、基礎研究や先端研究…
JT0185,185,学芸員,学芸員資格を持った専門職員として、博物館や美術館などで、歴史、芸術、民俗、産業…
JT0186,186,路線バス運転士,路線バスを運転し、安全にかつ運行時刻を守って乗客を目的地まで運ぶ。
JT0187,187,観光バス運転士,定期観光バスや、修学旅行やツアーなど団体旅行のための貸切観光バスを運転する。
JT0188,188,タクシー運転手,乗客を希望する目的地まで安全に輸送し、料金メーターに表示された運賃を受け取る。
JT0189,189,パイロット,乗客や貨物を運ぶ国内・国際路線の航空機を操縦したり、写真撮影、遊覧飛行、航空測…
JT0190,190,航海士,船の総責任者である船長を助け、甲板部員を指揮し、航海計画に基づいて航海や荷役に…
JT0191,191,船舶機関士,船舶の機関部で機関員を指揮しながら、エンジン（主機関）、発電機、ボイラー、その…
JT0192,192,電車運転士,乗客や貨物をのせた電車を運転し、安全かつ正確に目的地まで運ぶため、発車の準備、…
