job_id,source_job_id,job_name,description_short
JT0400,400,社会教育主事,都道府県や市区町村教育委員会の事務局等において、地域の社会教育行政の企画・実施…
JT0401,401,救急救命士,現場及び病院への搬送の途中、救急車などの中で、救護行為を行う。
JT0402,402,外科医,主に手術等により、患者の病気や外傷の治療を行う。
JT0403,403,小児科医,乳幼児や小児の傷病について、診断や治療を行うとともに、予防的生活指導をする。
JT0404,404,内科医,内臓、神経、血液等の病気について診断し、薬物治療、食事療法などにより治療を行う。
JT0405,405,精神科医,統合失調症、うつ病、ストレス障害、不眠症、アルコールや薬物の依存症などの治療を…
JT0406,406,産婦人科医,妊娠や出産に関する医療、女性特有の疾患の診断、治療を行う。
JT0407,407,治験コーディネーター,治験が円滑に行われるよう準備、調整、運営の支援を行う。
JT0408,408,医療ソーシャルワーカー,保健医療機関等において患者や家族の相談に乗り、社会福祉の立場から経済的・心理的…
JT0409,409,福祉ソーシャルワーカー,福祉等に関する専門知識を活かし、社会生活に困難がある人々の相談に乗ったり、社会…
JT0410,410,施設管理者（介護施設）,責任者として、介護施設の管理・運営を担う。
JT0411,411,カウンセラー（医療福祉分野）,臨床心理に関する専門知識を活かし、カウンセリング等により、心や対人関係などの悩…
JT0412,412,スクールカウンセラー,臨床心理に関する専門知識を活かし、学校現場で、児童や生徒及び保護者、教職員に相…
JT0413,413,ベビーシッター,個人宅等へ出向き、子供を預かり保育や世話をする。
JT0414,414,フロント（ホテル・旅館）,ホテルや旅館のフロントで、宿泊の手続きから部屋の割り振り、伝言等の取り次ぎ、観…
JT0415,415,客室清掃・整備担当（ホテル・旅館）,ホテルや旅館に滞在する宿泊客等が快適に過ごせるように、ベッドメイキング、浴室・…
JT0416,416,接客担当（ホテル・旅館）,ホテルや旅館に滞在する宿泊客等が快適に過ごせるように荷物の運搬、問い合わせへの…
JT0417,417,ホールスタッフ（レストラン）,外食店舗、特にレストラン等で来店するお客と直接接し、料理やサービスを提供する。
JT0418,418,飲食チェーン店店員,飲食チェーン店において、接客や厨房での調理を行う。
JT0419,419,調香師,香水、化粧品、ボディソープなどのパーソナルケアから、液体洗剤、柔軟剤、芳香剤な…
JT0420,420,アロマセラピスト,美と健康の維持・増進を目的に、精油の専門知識に基づき、顧客に精油をブレンドした…
JT0421,421,リフレクソロジスト,主に手指を用いてお客の足の裏や手、耳を刺激する施術を行い、健康を維持し、疲労回…
JT0422,422,葬祭ディレクター,葬儀の企画から会場設営、儀式の運営・司会・進行などを行う。
JT0423,423,きもの着付指導員,日本の伝統文化であるきものの着付け技術や知識を教える。
JT0424,424,速記者、音声反訳者,議会、裁判、会議、講演、座談会などに赴き、速記符号や録音によって記録した後、パ…
JT0425,425,パラリーガル（弁護士補助職）,弁護士の指示・監督のもとで主に限定された法律業務を行う。
JT0426,426,秘書,企業や団体の社長、役員などの幹部が職務に専念できるように、幹部を補佐する様々な…
JT0427,427,受付事務,企業や団体等の受付において来客を出迎えて応対し、訪問目的を的確に把握して、担当…
JT0428,428,一般事務,特定の分野の事務を専門的に行うものではなく、様々な定型的な事務の仕事を行う。
JT0429,429,データ入力,文字や数値といったデータを、キーボードやテンキー等を用いてコンピュータに入力し…
JT0430,430,経理事務,経理・会計管理のソフトウェア、システム等を使い、社外との取引に伴う入出金、社内…
JT0431,431,営業事務,営業担当からの指示を受けて資料や見積書を作成したり、クライアント対応や管理業務…
JT0432,432,人事事務,採用から退職までの従業員の人事管理に関わる事務を行う。
JT0433,433,総務事務,文書の分類・整理・保管、固定資産の管理、株式関連、株主総会・取締役会の準備・運…
JT0434,434,企画・調査担当,新製品や新サービスの設計・開発のため、市場調査や企画の立案・設計をする。
JT0435,435,調剤薬局事務,医師の指定した薬を買い求めに来店する患者の処方箋を受け付け、レセコンに入力する…
JT0436,436,介護事務,介護報酬請求事務（レセプト作成）を中心に介護施設の事務全般を担当する。
JT0437,437,生産・工程管理事務,生産・工程管理をする上で生じるデータ入力や書類作成など事務作業を行う。
JT0438,438,銀行等窓口事務,銀行、信用金庫、信用組合等の金融機関の窓口で口座への入出金や送金、両替などの業…
JT0439,439,貿易事務,原材料や商品の輸出・輸入といった海外との取引を行う際に、営業部門と連携しながら…
JT0440,440,損害保険事務,自動車事故による物的損害や死傷災害、火災や台風等による建物や家財への損害が生じ…
JT0441,441,通信販売受付事務,カタログやWebサイトなどで商品を見つけた顧客からの商品やサービスについての問…
JT0442,442,学校事務,学校において、教育と関連活動が円滑に行われるように、必要な事務を行う。
JT0443,443,医療事務,医療機関において、診療報酬を請求するための書類の作成を行ったり、窓口において、…
JT0444,444,広報・PR担当,企業や団体の広報活動の窓口として、経営理念や営業方針、営業活動、社会的責任（C…
JT0445,445,IR広報担当,上場企業において、その企業の経営に関する事項をアナリストや投資家に対して提供す…
JT0446,446,企業法務担当,企業活動に伴う法的リスクの最小化など、企業が直面する法律問題への対処を担当する。
JT0447,447,コンプライアンス推進担当,企業の不正行為の発生を未然に防止するため、企業内のコンプライアンスの推進体制を…
JT0448,448,医薬品販売/登録販売者,薬局、ドラッグストア等で市販されている医薬品を販売する。
JT0449,449,リサイクルショップ店員,持ち込まれた商品を査定の上、買い取り、必要な修理等を行い店頭で販売する。
JT0450,450,携帯電話販売,携帯電話（スマートフォンを含む）、タブレット、周辺商品・機器の販売や各種契約を…
JT0451,451,CDショップ店員,CDやDVDなどの音楽や映像ソフトを販売するCDショップで、仕入れ、展示・陳列…
JT0452,452,コンサルティング営業（IT）,顧客の方針と課題を確認し、その解決策として情報システムや情報サービスを提案し、…
JT0453,453,保険営業（生命保険、損害保険）,一般家庭や会社を訪問し、個人のライフスタイルや家庭・生活環境に適合する保険商品…
JT0454,454,銀行・信用金庫渉外担当,銀行・信用金庫の本・支店の担当地域内の法人、個人事業主、個人顧客を訪問し、きめ…
JT0455,455,ディーラー,証券会社や銀行などで自社資金を使い、株式、債券、為替などの売買を行う。
JT0456,456,マーケティング・リサーチャー,消費者の好みや関心、他社や業界全体の動き、広告の効果や販売戦略など、依頼主が必…
JT0457,457,証券アナリスト,証券会社などの金融機関等において、企業や産業に関する様々な情報を入手し、投資の…
JT0461,461,商品企画開発（チェーンストア）,消費者のニーズを掴み、自社で取り扱う商品の幅を広げ、よく売れそうな商品を企画開…
JT0462,462,OA機器営業,コピー機、パソコンなどのOA機器を販売したり、レンタル契約を結ぶなどの営業活動…
JT0463,463,証券外務員,証券会社の営業員として、株式、債券、投資信託などの有価証券を投資家に提案し、売…
JT0464,464,化粧品販売/美容部員,化粧品販売会社からデパートやスーパー、小売店、ドラッグストア等に配置され、店頭…
JT0465,465,化粧品訪問販売,家庭や職場を訪問しながら、口紅、ファンデーション、化粧水、乳液などの化粧品を美…
JT0466,466,清涼飲料ルートセールス,ジュースなどの清涼飲料を販売店などに車で配達し、併せて営業活動を行う。
JT0467,467,自転車販売,お客の希望と使用目的を聞いて自転車を販売したり、持ち込まれた自転車の修理をする。
JT0468,468,アクチュアリー,数理の専門職として、確率論・統計学などの数理的手法を活用し、主として保険や年金…
JT0469,469,内部監査人,組織における内部統制の整備及び運用状況を調査、検討、評価し、その結果を組織トッ…
JT0470,470,ファンドマネージャー,投資信託会社、投資顧問会社、機関投資家等の資金運用機関において資金（ファンド）…
JT0471,471,M&Aマネージャー、M&Aコンサルタント/M&Aアドバイザー,法律、財務などの専門スキルを活用して、対象企業・事業の選定から、交渉、契約締結…
JT0472,472,代理店営業（保険会社）,保険会社の社員として、保険商品の販売・契約の代理・媒介を行う代理店に対して、商…
JT0473,473,マンション管理員,マンション管理会社の社員として、管理会社が分譲マンションの管理組合と結んだ管理…
JT0474,474,マンション管理フロント,マンション管理会社が管理するマンションの担当者として、管理組合運営の支援、建物…
JT0475,475,雑踏・交通誘導警備員,イベントやお祭りなどでの警備や誘導や、道路工事や建設現場、駐車場での交通整理を…
JT0476,476,ボイラーオペレーター,ボイラーを運転して蒸気や温水を発生させ、空調、自家発電用タービン、工場の各種加…
JT0477,477,トラックドライバー,トラックなどの貨物自動車を運転して貨物を輸送する。
JT0478,478,トレーラートラックドライバー,大量の荷物や特大品、重量品を輸送するトレーラーを運転する。
JT0479,479,ダンプカー運転手,ダンプカーを運転して、砂利や土砂を建設現場に搬入したり、各種資材を生産工場へ運…
JT0480,480,送迎バス等運転手,幼稚園、学校の生徒等、高齢者施設の利用者、企業や工場の従業員、ホテルの宿泊客な…
JT0481,481,介護タクシー運転手,介護を必要とする人が車椅子やストレッチャーでそのまま乗車できるように工夫された…
JT0482,482,ルート配送ドライバー,特定の日時とルートで、あらかじめ決まった店舗や事業所等に車両で荷物を配送する。
JT0483,483,宅配便配達員,担当する地域内で荷物の集荷・配達を行う業務のほか、営業活動や集金も行う。
JT0484,484,新聞配達員,購読契約をしている家庭や職場などに新聞を配達する。
JT0485,485,倉庫作業員,倉庫において、貨物・資材・荷物の搬入・搬出、積み卸し、開梱（こん）・詰め替えな…
JT0486,486,ピッキング作業員,倉庫や工場等に搬入された商品を、伝票又は指示書に従って取り集めや仕分けをし、搬…
JT0487,487,ハウスクリーニング,主にマンション、アパート、戸建等の空室や居住中の一般家庭を対象として、家屋及び…
JT0488,488,ペストコントロール従事者（害虫等防除・駆除従事者）,人間にとって有害な生物（害獣・害虫・細菌等）の防除・駆除を行う。
JT0489,489,製品包装作業員,製品を保護・保存するため、各種の材料を用いて包装する。
JT0490,490,工場労務作業員,工場内で原材料の搬入や製品・商品の搬出、各種機械の清掃や燃料の補給、廃棄物分別…
JT0491,491,バックヤード作業員（スーパー食品部門）,スーパーのバックヤードで主に食品のパッケージングや品出しなどの作業を行う。
JT0492,492,調理補助,調理場で調理師の指示に従って、食材の洗浄と切込み、食器の準備や洗浄、調理器具の…
JT0493,493,給食調理員,給食施設の調理場において献立表等に基づき、給食用料理を調理する。
JT0494,494,ごみ収集作業員,主に家庭から出る可燃ごみ・不燃ごみ等を収集し、廃棄物処理場等、所定の場所に運搬…
JT0495,495,産業廃棄物処理技術者,産業活動の過程で生じる産業廃棄物について、適正・安全な処理やリサイクルを行う方…
JT0496,496,産業廃棄物収集運搬作業員,建設現場、病院、工場などから出る産業廃棄物を集め、収集車で処分場まで運ぶ。
JT0497,497,積卸作業員,荷物を輸送する場合に、トラック、コンテナなどへの積み込み・取り卸し、倉庫への入…
JT0498,498,こん包作業員,輸送の目的のため、段ボール箱・木箱の組立、品物の箱詰・袋詰、テープ止め・バンド…
JT0499,499,港湾荷役作業員,港湾運送事業者に雇用されて、船と港でのコンテナなどの荷物の積み卸しや運搬の作業…
JT0500,500,ブリーダー,ペットや家畜などの動物の繁殖（ブリーディング）、飼育、販売を行う。
JT0501,501,自然保護官（レンジャー）,環境省地方環境事務所に所属して、国立公園等の自然保護地域の保全のほか、自然との…
JT0502,502,酪農従事者,乳牛を飼養し、牛乳やチーズなど乳製品の原料となる生乳を生産する。
JT0503,503,水産養殖従事者,主に食用の魚類・貝類・海藻類などの水産物を、人工的に管理・育成し出荷する。
JT0504,504,稲作農業者,水田で稲を栽培し、米を収穫して出荷する。
JT0505,505,ハウス野菜栽培者,様々な種類の野菜を、露地での生産ではなく、気象条件の影響を受けにくいガラス温室…
JT0506,506,果樹栽培者,露地の果樹園やビニールハウス等の施設、観光果樹園などで、果物を生産する。
JT0507,507,花き栽培者,観賞用の花や観葉植物などの「花卉（き）」を生産する。
JT0508,508,畜産技術者,育種繁殖、飼養技術、牧草・飼料作物や畜産物の生産技術を開発したり、新しい技術や…
JT0509,509,沿岸漁業従事者,比較的小さな漁船で主に日帰りで魚介類を獲る沿岸漁業に従事する。
JT0510,510,動物看護,動物病院などにおいて、獣医師の助手として、動物に対する診療の補助や世話を行う。
JT0511,511,ドローンパイロット,ドローンを操縦し、上空からの撮影、測量、点検、観察、捜索、農薬散布などを行う。
JT0512,512,国会議員,国民から選挙で選ばれて、国の最高議決機関である国会で、法律の制定、予算の議決と…
JT0513,513,国際協力専門家,国際協力の豊かな実務経験、リーダーシップ、人的ネットワーク等を基に、国際協力機…
JT0514,514,会社経営者,会社を運営し、最終的な経営責任を持つ。
JT0515,515,玩具（おもちゃ）製作,おもちゃの新商品や改良商品の発案、企画、設計、開発等を行う。または工場内で、一…
JT0516,516,法務技官（心理）（矯正心理専門職）,少年鑑別所や少年院、刑事施設などに勤務し、心理学の知識を生かして、非行・犯罪臨…
JT0517,517,入国審査官,外国人の出入国審査及び日本人の出帰国の確認、在留する外国人の在留審査、不法に滞…
JT0518,518,検察事務官,検察官を補佐し、又はその指揮の下、犯罪の捜査から裁判の遂行、そして刑の執行に至…
JT0519,519,労働基準監督官,労働条件の確保・向上と働く人の安全や健康の確保を図るため、法令に基づいて、さま…
JT0520,520,セキュリティエキスパート（脆弱性診断）,様々な情報システムについて、外部からの侵入や攻撃に対して弱点や問題点がないかを…
JT0521,521,特許審査官,特許庁に出願された発明を審査し、特許性を判断する。
JT0522,522,NPO法人職員（企画・運営）,社会の様々な課題を解決するため、営利を目的とせず社会貢献活動を行うNPO法人に…
JT0523,523,データエンジニア,膨大なデータを分析するためにデータの整理や管理を行ったり、複雑で大規模なデータ…
JT0524,524,独立系ファイナンシャル・アドバイザー（IFA）,顧客のライフプランやニーズに合った長期の資産形成のために、金融商品等の選定・運…
JT0525,525,タンクローリー乗務員,タンクローリーに乗務し、ガソリン等液体・高圧ガスなどを移送する。
JT0526,526,検査工（工業製品）,製造工程における工業製品の外観、品質、機能等が規格どおりであるか等瑕疵（かし）…
JT0527,527,食品営業（食品メーカー）,食品メーカーの工場で生産された自社の製品を取引先（顧客）の売り場で取り扱っても…
JT0528,528,自動運転開発エンジニア（自動車）,一般公道を走る自動車の自動運転に関する設計、開発、評価等を行う。
JT0529,529,医療機器開発技術者,医療機器メーカーで、医療現場で使用する医療機器の研究開発・設計を行う。
JT0530,530,臨床開発モニター,開発された新薬の有効性・安全性を確認するための治験実施の開始の準備、医療機関等…
JT0531,531,キッティング作業員（PCセットアップ作業員）,パソコンやタブレットなどの情報機器をユーザーがすぐに業務に使えるようセットアッ…
JT0532,532,フードデリバリー（料理配達員）,客の注文を受けた料理や飲料などを店舗から客先へ配達する。
JT0533,533,セキュリティエキスパート（デジタルフォレンジック）,コンピュータやネットワークの情報漏洩、情報改ざん、運用妨害等、また、これらに至…
JT0534,534,セキュリティエキスパート（情報セキュリティ監査）,コンピュータやネットワークに情報セキュリティ上の問題がないか客観的な立場から監…
JT0535,535,風力発電のメンテナンス,風力発電設備の点検、修理・補修を行う。
JT0536,536,総務課長,国・地方自治体・会社・社団法人・財団法人等の法人組織において、総務課（課相当を…
JT0537,537,人事課長,国・地方公共団体・会社・社団法人・財団法人等の法人組織において、人事課(課相当…
JT0538,538,経理課長,国・地方公共団体・会社・社団法人・財団法人等の法人組織において、経理課（課相当…
JT0539,539,営業課長,会社等において、営業課（課相当を含む）の業務を管理・監督する仕事に従事する。
JT0540,540,デバッグ作業,ソフトウェアの誤り（バグ）を見つけ修正する。
JT0541,541,ナレーター,映像やオーディオ作品、広告・広報、施設・車内案内などで音声により情報を伝える。
JT0542,542,出荷・受荷事務,資材・製品などの受け入れ・検品・保管・発送に関する事務を行う。
JT0543,543,郵便局郵便窓口業務,郵便局において、郵便物・荷物等の引き受け、切手・はがき等の販売などの郵便窓口の…
JT0544,544,マーチャンダイザー、バイヤー,店舗で扱う商品を検討し、売れる商品を仕入れる。販売戦略を考えたり、生産者と一緒…
JT0545,545,歯科助手,歯科診療所・病院において、治療器材の準備・片付けなどの診療の補助、外来患者の受…
JT0546,546,保育補助者,保育施設などで、主に保育士をサポートして、子どもたちの世話や保育を円滑に進める…
JT0547,547,造船技能者（造船工、船舶艤装工等）,鋼材などの資材から部品を切断・加工し、それらを接合して組み立て船体を制作し、必…
JT0548,548,検査工（食料品等）,食料品等の製造や加工処理の工程において、目視又は測定機器・検査装置により、製品…
JT0549,549,クレーン運転士,工業、倉庫、建設工事現場、港湾等で使用されているクレーンを運転して貨物・資材な…
JT0550,550,造船技術者（船舶の開発・設計）,造船会社において、顧客である船主の要求に応じた船舶の建造を計画し、船主と打ち合…
JT0551,551,バイオマス発電プラントの設計,バイオマス発電のプラントを設計する。
JT0552,552,UX/UIデザイナー,デジタルサービス（Webサイトや電子機器での情報提供と操作）の開発等において、…
JT0553,553,アニメ制作進行管理,アニメ制作の工程をスケジュールに沿って進めていくために、作画作業の割振り、作業…
JT0554,554,プロスポーツ運営団体職員（企画・運営）,野球、サッカー、バスケットボール、バレーボールなどのプロスポーツチーム運営団体…
JT0555,555,訪問介護のサービス提供責任者,訪問介護が適切に行われるよう、サービス内容の管理について必要な業務等を行う。
JT0556,556,障害者グループホーム世話人,障害者グループホームにおいて、障害のある利用者が地域において自立した生活を送る…
JT0557,557,汎用金属工作機械工（旋盤工、ボール盤工等）,旋盤やボール盤等、ハンドルやレバー等で操作する汎用工作機械での切削・研削等によ…
JT0558,558,自動車板金塗装,自動車のフレームの損傷やボディのへこみ・きずを修復し（板金作業）、修復箇所を塗…
JT0559,559,配電盤・制御盤等組立,主に機械器具・道具等を用いて、配電盤・制御盤・分電盤・監視制御装置等を組み立て…
JT0560,560,社会学研究者,社会の仕組みやさまざまな現象、動向について、人間が行う社会的な行為と関連付けて…
JT0561,561,鉄道車両の設計・開発,鉄道車両の製造においてチームで鉄道車両の設計・開発を行う。
JT0562,562,探偵,顧客の依頼を受けて調査対象者の所在又は行動についての情報を収集することを目的と…
JT0563,563,麻酔科医,主に手術時の麻酔管理を担当し、患者の全身状態を管理する。
JT0564,564,検疫官（看護師）,国際線の発着がある空港や港湾で、海外からの入国者・帰国者に対する検疫、感染症を…
JT0565,565,養護教諭,小学校、中学校、高等学校等の保健室を主な勤務場所として、学校保健活動の推進に関…
JT0566,566,イベントの企画・運営,イベントの企画・運営会社等において、主催者、スポンサー、出展者などの関係者と調…
JT0567,567,学校事務（私立大学）,大学の運営が円滑に行われるように、必要な事務を行う。
JT0568,568,児童発達支援管理責任者,児童発達支援や放課後等デイサービス等、障害のあるこどもに対して療育を行う現場に…
JT0569,569,納棺師,遺族が故人を安心して見送ることができるよう、遺体に処置を施して保全をし、身支度…
JT0570,570,耐震診断,建物、店舗、住宅等の耐震性能を診断し、必要に応じて補強や改修計画を提案する。
JT0571,571,作業環境測定士,有害な業務を行う屋内作業場その他の作業場において、有害物質（化学物質、粉じんな…
JT0572,572,下水道管路施設の点検・調査,下水道管路施設（下水道管やマンホールなど）を点検し、劣化や破損、詰まりなど異状…
JT0573,573,オーケストラ奏者（団員）,オーケストラにおいて自分が専門とする楽器を演奏する。また、ミュージカルやオペラ…
JT0574,574,ハローワーク職員,相談窓口において、求職者と求人企業を結びつける職業紹介や、職業訓練に関する相談…
JT0575,575,整形外科医,主に骨・軟骨・筋・靭帯・神経などから構成される運動器官の病気や怪我の診断・治療…
JT0576,576,衛生管理者,職場環境の改善や健康管理の取組みを通じて、労働者が健康で安全に働ける環境づくり…
JT0577,577,風力発電の企画・調査,風力発電に適した場所の選定、そこでの風力発電の企画・計画の検討、周辺環境への影…
JT0578,578,税関職員,税関職員は、空港や海港等で申告書類の審査や貨物検査を行い、社会悪物品（麻薬、銃…
JT0579,579,自動車検査員,指定整備工場において、自動車整備士によって整備された自動車が、国の定める保安基…
JT0580,580,障害福祉サービス管理責任者,障害福祉サービス事業所において、個々の利用者や家族のニーズに応じた自立のための…
JT0581,581,ブロックチェーン・エンジニア,ブロックチェーンを活用したシステムやアプリケーションの設計や開発、またブロック…
JT0582,582,声優,アニメやゲームの声、外国映画・ドラマの吹き替え、朗読、ナレーションなど、声によ…
JT0583,583,産業医,医師として、企業等において医学の知見を活かし、労働者が健康で快適に就労できるよ…
JT0584,584,3Dプリンター技術者,ものづくりの現場などにおいて、デジタルデータをもとに３Ｄプリンターを操作し、金…
